"subscriptionId","resourceGroup","name","type","location","publicNetworkAccess","networkAcls","minTlsVersion","tags"
"22222222-2222-2222-2222-222222222222","rg-marketing-cms-prod-westeurope-001","kv-marketing-cms-prod-003","microsoft.keyvault/vaults","westeurope","Disabled","Allow","","{""environment"":""prod"",""owner"":""team-security"",""costCenter"":""CC1016"",""dataClassification"":""internal""}"
"11111111-1111-1111-1111-111111111111","rg-finance-ledger-prod-eastus2-001","kv-finance-ledger-prod-002","microsoft.keyvault/vaults","eastus2","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-security"",""costCenter"":""CC1049"",""workload"":""finance-ledger""}"
"22222222-2222-2222-2222-222222222222","rg-contoso-data-prod-eastus2-001","kv-contoso-data-prod-001","microsoft.keyvault/vaults","eastus2","Enabled","Allow","","{""environment"":""prod"",""owner"":""team-iot"",""costCenter"":""CC1043"",""workload"":""contoso-data""}"
"33333333-3333-3333-3333-333333333333","rg-contoso-ml-nonprod-westeurope-001","kv-contoso-ml-nonprod-001","microsoft.keyvault/vaults","westeurope","Enabled","Deny","","{""environment"":""nonprod"",""owner"":""team-platform"",""costCenter"":""CC1022"",""workload"":""contoso-ml"",""dataClassification"":""restricted""}"
"22222222-2222-2222-2222-222222222222","rg-claims-engine-prod-eastus2-001","kv-claims-engine-prod-001","microsoft.keyvault/vaults","eastus2","Disabled","Allow","","{""environment"":""prod"",""owner"":""team-data"",""costCenter"":""CC1039"",""workload"":""claims-engine""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-web-prod-eastus-001","kv-contoso-web-prod-003","microsoft.keyvault/vaults","eastus","Enabled","Allow","","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1035"",""workload"":""contoso-web"",""dataClassification"":""internal""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-shop-prod-eastus2-001","kv-contoso-shop-prod-001","microsoft.keyvault/vaults","eastus2","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-web"",""costCenter"":""CC1029"",""workload"":""contoso-shop""}"
"11111111-1111-1111-1111-111111111111","rg-contoso-api-prod-westus2-001","kv-contoso-api-prod-001","microsoft.keyvault/vaults","westus2","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-platform"",""costCenter"":""CC1049"",""workload"":""contoso-api""}"
"22222222-2222-2222-2222-222222222222","rg-contoso-shop-prod-westeurope-001","kv-contoso-shop-prod-002","microsoft.keyvault/vaults","westeurope","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-data"",""costCenter"":""CC1023"",""dataClassification"":""internal""}"
"55555555-5555-5555-5555-555555555555","rg-claims-engine-sbx-westeurope-001","kv-claims-engine-sbx-002","microsoft.keyvault/vaults","westeurope","Enabled","Allow","","{""environment"":""sbx"",""owner"":""team-data"",""costCenter"":""CC1040"",""workload"":""claims-engine""}"
"55555555-5555-5555-5555-555555555555","rg-contoso-web-sbx-westeurope-001","kv-contoso-web-sbx-001","microsoft.keyvault/vaults","westeurope","Disabled","Allow","","{""environment"":""sbx"",""owner"":""team-finance"",""costCenter"":""CC1002"",""workload"":""contoso-web""}"
"44444444-4444-4444-4444-444444444444","rg-fabrikam-iot-prod-northeurope-001","kv-fabrikam-iot-prod-002","microsoft.keyvault/vaults","northeurope","Enabled","Allow","","{""environment"":""prod"",""owner"":""team-iot"",""costCenter"":""CC1016"",""workload"":""fabrikam-iot""}"
"33333333-3333-3333-3333-333333333333","rg-contoso-ml-nonprod-northeurope-001","kv-contoso-ml-nonprod-002","microsoft.keyvault/vaults","northeurope","Disabled","Deny","","{""environment"":""nonprod"",""owner"":""team-iot"",""costCenter"":""CC1021""}"
"44444444-4444-4444-4444-444444444444","rg-finance-ledger-prod-westus2-001","kv-finance-ledger-prod-003","microsoft.keyvault/vaults","westus2","Enabled","Deny","","{""environment"":""prod"",""owner"":""team-finance"",""costCenter"":""CC1000"",""workload"":""finance-ledger"",""dataClassification"":""public""}"
"22222222-2222-2222-2222-222222222222","rg-contoso-api-prod-eastus-001","kv-contoso-api-prod-002","microsoft.keyvault/vaults","eastus","Disabled","Allow","","{""environment"":""prod"",""owner"":""team-data"",""costCenter"":""CC1049"",""workload"":""contoso-api""}"
"33333333-3333-3333-3333-333333333333","rg-marketing-cms-nonprod-westus3-001","kv-marketing-cms-nonprod-001","microsoft.keyvault/vaults","westus3","Enabled","Deny","","{""environment"":""nonprod"",""owner"":""team-ml"",""costCenter"":""CC1047"",""workload"":""marketing-cms""}"
"11111111-1111-1111-1111-111111111111","rg-claims-engine-prod-northeurope-001","kv-claims-engine-prod-002","microsoft.keyvault/vaults","northeurope","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-platform"",""costCenter"":""CC1019"",""workload"":""claims-engine""}"
"11111111-1111-1111-1111-111111111111","rg-contoso-data-prod-westus2-001","kv-contoso-data-prod-002","microsoft.keyvault/vaults","westus2","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-platform"",""costCenter"":""CC1007""}"
"33333333-3333-3333-3333-333333333333","rg-hr-portal-nonprod-eastus-001","kv-hr-portal-nonprod-001","microsoft.keyvault/vaults","eastus","Enabled","Deny","","{""environment"":""nonprod"",""owner"":""team-data"",""costCenter"":""CC1041"",""workload"":""hr-portal"",""dataClassification"":""internal""}"
"55555555-5555-5555-5555-555555555555","rg-finance-ledger-sbx-westus2-001","kv-finance-ledger-sbx-001","microsoft.keyvault/vaults","westus2","Enabled","Allow","","{""environment"":""sbx"",""owner"":""team-hr"",""costCenter"":""CC1019"",""workload"":""finance-ledger""}"
"44444444-4444-4444-4444-444444444444","rg-trader-desk-prod-northeurope-001","kv-trader-desk-prod-001","microsoft.keyvault/vaults","northeurope","Enabled","Deny","","{""environment"":""prod"",""owner"":""team-finance"",""costCenter"":""CC1027"",""workload"":""trader-desk""}"
"33333333-3333-3333-3333-333333333333","rg-contoso-shop-nonprod-eastus-001","kv-contoso-shop-nonprod-001","microsoft.keyvault/vaults","eastus","Enabled","Allow","","{""environment"":""nonprod"",""owner"":""team-platform"",""costCenter"":""CC1007"",""workload"":""contoso-shop""}"
"44444444-4444-4444-4444-444444444444","rg-claims-engine-prod-northeurope-001","kv-claims-engine-prod-003","microsoft.keyvault/vaults","northeurope","Enabled","Deny","","{""environment"":""prod"",""owner"":""team-iot"",""costCenter"":""CC1045""}"
"33333333-3333-3333-3333-333333333333","rg-fabrikam-iot-nonprod-eastus-001","kv-fabrikam-iot-nonprod-001","microsoft.keyvault/vaults","eastus","Disabled","Deny","","{""environment"":""nonprod"",""owner"":""team-security"",""costCenter"":""CC1049""}"
"11111111-1111-1111-1111-111111111111","rg-marketing-cms-prod-eastus-001","kv-marketing-cms-prod-004","microsoft.keyvault/vaults","eastus","Enabled","Deny","","{""environment"":""prod"",""owner"":""team-hr"",""costCenter"":""CC1024"",""workload"":""marketing-cms""}"
"55555555-5555-5555-5555-555555555555","rg-contoso-api-sbx-westeurope-001","kv-contoso-api-sbx-001","microsoft.keyvault/vaults","westeurope","Enabled","Allow","","{""environment"":""sbx"",""owner"":""team-finance"",""costCenter"":""CC1030"",""workload"":""contoso-api""}"
"11111111-1111-1111-1111-111111111111","rg-fabrikam-iot-prod-westeurope-001","kv-fabrikam-iot-prod-003","microsoft.keyvault/vaults","westeurope","Disabled","Allow","","{""environment"":""prod"",""owner"":""team-hr"",""costCenter"":""CC1023""}"
"22222222-2222-2222-2222-222222222222","rg-contoso-ml-prod-westeurope-001","kv-contoso-ml-prod-001","microsoft.keyvault/vaults","westeurope","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1048""}"
"44444444-4444-4444-4444-444444444444","rg-finance-ledger-prod-westus3-001","kv-finance-ledger-prod-004","microsoft.keyvault/vaults","westus3","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-data"",""costCenter"":""CC1043"",""workload"":""finance-ledger""}"
"33333333-3333-3333-3333-333333333333","rg-contoso-ml-nonprod-westus2-001","kv-contoso-ml-nonprod-003","microsoft.keyvault/vaults","westus2","Disabled","Allow","","{""environment"":""nonprod"",""owner"":""team-web"",""costCenter"":""CC1028""}"
"44444444-4444-4444-4444-444444444444","rg-fabrikam-iot-prod-eastus2-001","kv-fabrikam-iot-prod-004","microsoft.keyvault/vaults","eastus2","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-iot"",""costCenter"":""CC1003""}"
"11111111-1111-1111-1111-111111111111","rg-contoso-api-prod-northeurope-001","kv-contoso-api-prod-003","microsoft.keyvault/vaults","northeurope","Enabled","Deny","","{""environment"":""prod"",""owner"":""team-marketing"",""costCenter"":""CC1002"",""workload"":""contoso-api"",""dataClassification"":""internal""}"
"22222222-2222-2222-2222-222222222222","rg-contoso-shop-prod-eastus2-001","kv-contoso-shop-prod-003","microsoft.keyvault/vaults","eastus2","SecuredByPerimeter","Allow","","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1011"",""workload"":""contoso-shop""}"
"44444444-4444-4444-4444-444444444444","rg-marketing-cms-prod-westus2-001","cog-marketing-cms-prod-001","microsoft.cognitiveservices/accounts","westus2","SecuredByPerimeter","Deny","","{""environment"":""prod"",""owner"":""team-platform"",""costCenter"":""CC1048"",""workload"":""marketing-cms""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-data-prod-northeurope-001","cog-contoso-data-prod-001","microsoft.cognitiveservices/accounts","northeurope","SecuredByPerimeter","Deny","","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1024"",""workload"":""contoso-data""}"
"22222222-2222-2222-2222-222222222222","rg-contoso-web-prod-westus3-001","cog-contoso-web-prod-001","microsoft.cognitiveservices/accounts","westus3","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1046"",""workload"":""contoso-web""}"
"33333333-3333-3333-3333-333333333333","rg-contoso-shop-nonprod-westeurope-001","cog-contoso-shop-nonprod-001","microsoft.cognitiveservices/accounts","westeurope","Enabled","Deny","","{""environment"":""nonprod"",""owner"":""team-web"",""costCenter"":""CC1000"",""dataClassification"":""public""}"
"55555555-5555-5555-5555-555555555555","rg-contoso-shop-sbx-eastus2-001","cog-contoso-shop-sbx-001","microsoft.cognitiveservices/accounts","eastus2","Enabled","Allow","","{""environment"":""sbx"",""owner"":""team-hr"",""costCenter"":""CC1005"",""workload"":""contoso-shop""}"
"22222222-2222-2222-2222-222222222222","rg-marketing-cms-prod-eastus2-001","cog-marketing-cms-prod-002","microsoft.cognitiveservices/accounts","eastus2","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-marketing"",""costCenter"":""CC1015"",""workload"":""marketing-cms""}"
"22222222-2222-2222-2222-222222222222","rg-fabrikam-iot-prod-westus2-001","cog-fabrikam-iot-prod-001","microsoft.cognitiveservices/accounts","westus2","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-hr"",""costCenter"":""CC1017"",""dataClassification"":""internal""}"
"11111111-1111-1111-1111-111111111111","rg-contoso-web-prod-eastus2-001","cog-contoso-web-prod-002","microsoft.cognitiveservices/accounts","eastus2","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-web"",""costCenter"":""CC1047"",""workload"":""contoso-web"",""dataClassification"":""internal""}"
"33333333-3333-3333-3333-333333333333","rg-claims-engine-nonprod-eastus-001","cog-claims-engine-nonprod-001","microsoft.cognitiveservices/accounts","eastus","Enabled","Deny","","{""environment"":""nonprod"",""owner"":""team-marketing"",""costCenter"":""CC1005"",""workload"":""claims-engine""}"
"55555555-5555-5555-5555-555555555555","rg-claims-engine-sbx-eastus2-001","cog-claims-engine-sbx-001","microsoft.cognitiveservices/accounts","eastus2","Enabled","Allow","","{""environment"":""sbx"",""owner"":""team-platform"",""costCenter"":""CC1020""}"
"11111111-1111-1111-1111-111111111111","rg-marketing-cms-prod-westus2-001","cog-marketing-cms-prod-003","microsoft.cognitiveservices/accounts","westus2","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-marketing"",""costCenter"":""CC1048"",""workload"":""marketing-cms"",""dataClassification"":""internal""}"
"33333333-3333-3333-3333-333333333333","rg-contoso-api-nonprod-westus3-001","cog-contoso-api-nonprod-001","microsoft.cognitiveservices/accounts","westus3","Disabled","Allow","","{""environment"":""nonprod"",""owner"":""team-iot"",""costCenter"":""CC1031"",""workload"":""contoso-api""}"
"33333333-3333-3333-3333-333333333333","rg-contoso-ml-nonprod-westus3-001","cog-contoso-ml-nonprod-001","microsoft.cognitiveservices/accounts","westus3","Enabled","Deny","","{""environment"":""nonprod"",""owner"":""team-ml"",""costCenter"":""CC1005"",""workload"":""contoso-ml"",""dataClassification"":""public""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-web-prod-eastus2-001","cog-contoso-web-prod-003","microsoft.cognitiveservices/accounts","eastus2","Enabled","Allow","","{""environment"":""prod"",""owner"":""team-web"",""costCenter"":""CC1024"",""workload"":""contoso-web""}"
"22222222-2222-2222-2222-222222222222","rg-contoso-ml-prod-westus3-001","cog-contoso-ml-prod-001","microsoft.cognitiveservices/accounts","westus3","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-platform"",""costCenter"":""CC1017"",""workload"":""contoso-ml"",""dataClassification"":""public""}"
"11111111-1111-1111-1111-111111111111","rg-trader-desk-prod-eastus2-001","cog-trader-desk-prod-001","microsoft.cognitiveservices/accounts","eastus2","Disabled","Allow","","{""environment"":""prod"",""owner"":""team-security"",""costCenter"":""CC1029"",""workload"":""trader-desk"",""dataClassification"":""internal""}"
"44444444-4444-4444-4444-444444444444","rg-hr-portal-prod-northeurope-001","cog-hr-portal-prod-001","microsoft.cognitiveservices/accounts","northeurope","Enabled","Deny","","{""environment"":""prod"",""owner"":""team-finance"",""costCenter"":""CC1012"",""workload"":""hr-portal""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-web-prod-westeurope-001","cog-contoso-web-prod-004","microsoft.cognitiveservices/accounts","westeurope","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1041""}"
"44444444-4444-4444-4444-444444444444","rg-finance-ledger-prod-eastus-001","cog-finance-ledger-prod-001","microsoft.cognitiveservices/accounts","eastus","Enabled","Allow","","{""environment"":""prod"",""owner"":""team-marketing"",""costCenter"":""CC1004"",""workload"":""finance-ledger""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-shop-prod-northeurope-001","cog-contoso-shop-prod-001","microsoft.cognitiveservices/accounts","northeurope","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-hr"",""costCenter"":""CC1002"",""workload"":""contoso-shop""}"
"11111111-1111-1111-1111-111111111111","rg-hr-portal-prod-eastus-001","cog-hr-portal-prod-002","microsoft.cognitiveservices/accounts","eastus","Disabled","Allow","","{""environment"":""prod"",""owner"":""team-platform"",""costCenter"":""CC1047"",""dataClassification"":""confidential""}"
"33333333-3333-3333-3333-333333333333","rg-contoso-shop-nonprod-westus3-001","cog-contoso-shop-nonprod-002","microsoft.cognitiveservices/accounts","westus3","Enabled","Allow","","{""environment"":""nonprod"",""owner"":""team-security"",""costCenter"":""CC1032"",""workload"":""contoso-shop""}"
"33333333-3333-3333-3333-333333333333","rg-contoso-shop-nonprod-westus3-001","cog-contoso-shop-nonprod-003","microsoft.cognitiveservices/accounts","westus3","Disabled","Allow","","{""environment"":""nonprod"",""owner"":""team-hr"",""costCenter"":""CC1030"",""workload"":""contoso-shop""}"
"11111111-1111-1111-1111-111111111111","rg-trader-desk-prod-northeurope-001","cog-trader-desk-prod-002","microsoft.cognitiveservices/accounts","northeurope","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-finance"",""costCenter"":""CC1027""}"
"33333333-3333-3333-3333-333333333333","rg-claims-engine-nonprod-eastus-001","cog-claims-engine-nonprod-002","microsoft.cognitiveservices/accounts","eastus","Disabled","Deny","","{""environment"":""nonprod"",""owner"":""team-ml"",""costCenter"":""CC1014""}"
"11111111-1111-1111-1111-111111111111","rg-marketing-cms-prod-westus2-001","sql-marketing-cms-prod-001","microsoft.sql/servers","westus2","SecuredByPerimeter","","TLS1_2","{""environment"":""prod"",""owner"":""team-web"",""costCenter"":""CC1022"",""workload"":""marketing-cms""}"
"22222222-2222-2222-2222-222222222222","rg-contoso-data-prod-northeurope-001","sql-contoso-data-prod-001","microsoft.sql/servers","northeurope","Enabled","","TLS1_2","{""environment"":""prod"",""owner"":""team-hr"",""costCenter"":""CC1026"",""workload"":""contoso-data""}"
"44444444-4444-4444-4444-444444444444","rg-finance-ledger-prod-eastus2-001","sql-finance-ledger-prod-001","microsoft.sql/servers","eastus2","Disabled","","TLS1_2","{""environment"":""prod"",""owner"":""team-marketing"",""costCenter"":""CC1046"",""workload"":""finance-ledger""}"
"44444444-4444-4444-4444-444444444444","rg-trader-desk-prod-westus3-001","sql-trader-desk-prod-001","microsoft.sql/servers","westus3","Disabled","","TLS1_2","{""environment"":""prod"",""owner"":""team-security"",""costCenter"":""CC1015"",""workload"":""trader-desk""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-data-prod-eastus2-001","sql-contoso-data-prod-002","microsoft.sql/servers","eastus2","Enabled","","TLS1_2","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1014"",""workload"":""contoso-data""}"
"11111111-1111-1111-1111-111111111111","rg-finance-ledger-prod-westus3-001","sql-finance-ledger-prod-002","microsoft.sql/servers","westus3","SecuredByPerimeter","","TLS1_2","{""environment"":""prod"",""owner"":""team-finance"",""costCenter"":""CC1039""}"
"11111111-1111-1111-1111-111111111111","rg-contoso-ml-prod-eastus-001","sql-contoso-ml-prod-001","microsoft.sql/servers","eastus","Disabled","","TLS1_2","{""environment"":""prod"",""owner"":""team-iot"",""costCenter"":""CC1036"",""workload"":""contoso-ml"",""dataClassification"":""internal""}"
"55555555-5555-5555-5555-555555555555","rg-trader-desk-sbx-eastus-001","sql-trader-desk-sbx-001","microsoft.sql/servers","eastus","Enabled","","TLS1_2","{""environment"":""sbx"",""owner"":""team-iot"",""costCenter"":""CC1019""}"
"33333333-3333-3333-3333-333333333333","rg-contoso-shop-nonprod-westus2-001","sql-contoso-shop-nonprod-001","microsoft.sql/servers","westus2","Enabled","","TLS1_2","{""environment"":""nonprod"",""owner"":""team-web"",""costCenter"":""CC1005"",""workload"":""contoso-shop"",""dataClassification"":""confidential""}"
"55555555-5555-5555-5555-555555555555","rg-platform-shared-sbx-westus2-001","sql-platform-shared-sbx-001","microsoft.sql/servers","westus2","Enabled","","TLS1_2","{""environment"":""sbx"",""owner"":""team-hr"",""costCenter"":""CC1030"",""workload"":""platform-shared""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-api-prod-westeurope-001","sql-contoso-api-prod-001","microsoft.sql/servers","westeurope","Disabled","","TLS1_2","{""environment"":""prod"",""owner"":""team-marketing"",""costCenter"":""CC1041"",""workload"":""contoso-api""}"
"33333333-3333-3333-3333-333333333333","rg-platform-shared-nonprod-westus2-001","sql-platform-shared-nonprod-001","microsoft.sql/servers","westus2","Enabled","","TLS1_2","{""environment"":""nonprod"",""owner"":""team-security"",""costCenter"":""CC1000""}"
"33333333-3333-3333-3333-333333333333","rg-contoso-data-nonprod-westus2-001","sql-contoso-data-nonprod-001","microsoft.sql/servers","westus2","Disabled","","TLS1_2","{""environment"":""nonprod"",""owner"":""team-finance"",""costCenter"":""CC1045"",""workload"":""contoso-data"",""dataClassification"":""internal""}"
"22222222-2222-2222-2222-222222222222","rg-contoso-api-prod-eastus-001","sql-contoso-api-prod-002","microsoft.sql/servers","eastus","Enabled","","TLS1_2","{""environment"":""prod"",""owner"":""team-iot"",""costCenter"":""CC1036"",""workload"":""contoso-api""}"
"22222222-2222-2222-2222-222222222222","rg-contoso-shop-prod-westus3-001","sql-contoso-shop-prod-001","microsoft.sql/servers","westus3","Disabled","","TLS1_2","{""environment"":""prod"",""owner"":""team-finance"",""costCenter"":""CC1024""}"
"22222222-2222-2222-2222-222222222222","rg-platform-shared-prod-westeurope-001","sql-platform-shared-prod-001","microsoft.sql/servers","westeurope","Disabled","","TLS1_2","{""environment"":""prod"",""owner"":""team-security"",""costCenter"":""CC1042"",""workload"":""platform-shared""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-ml-prod-westus3-001","sql-contoso-ml-prod-002","microsoft.sql/servers","westus3","Enabled","","TLS1_2","{""environment"":""prod"",""owner"":""team-hr"",""costCenter"":""CC1005"",""workload"":""contoso-ml""}"
"44444444-4444-4444-4444-444444444444","rg-hr-portal-prod-westus3-001","sql-hr-portal-prod-001","microsoft.sql/servers","westus3","Disabled","","TLS1_2","{""environment"":""prod"",""owner"":""team-marketing"",""costCenter"":""CC1031""}"
"11111111-1111-1111-1111-111111111111","rg-contoso-data-prod-westeurope-001","sql-contoso-data-prod-003","microsoft.sql/servers","westeurope","Disabled","","TLS1_2","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1023"",""workload"":""contoso-data"",""dataClassification"":""public""}"
"55555555-5555-5555-5555-555555555555","rg-finance-ledger-sbx-westeurope-001","sql-finance-ledger-sbx-001","microsoft.sql/servers","westeurope","Enabled","","TLS1_2","{""environment"":""sbx"",""owner"":""team-hr"",""costCenter"":""CC1024""}"
"11111111-1111-1111-1111-111111111111","rg-platform-shared-prod-eastus-001","sql-platform-shared-prod-002","microsoft.sql/servers","eastus","Enabled","","TLS1_2","{""environment"":""prod"",""owner"":""team-iot"",""costCenter"":""CC1041"",""workload"":""platform-shared""}"
"22222222-2222-2222-2222-222222222222","rg-hr-portal-prod-northeurope-001","sql-hr-portal-prod-002","microsoft.sql/servers","northeurope","SecuredByPerimeter","","TLS1_2","{""environment"":""prod"",""owner"":""team-finance"",""costCenter"":""CC1044"",""dataClassification"":""confidential""}"
"55555555-5555-5555-5555-555555555555","rg-contoso-shop-sbx-westus3-001","sql-contoso-shop-sbx-001","microsoft.sql/servers","westus3","Enabled","","TLS1_2","{""environment"":""sbx"",""owner"":""team-data"",""costCenter"":""CC1045""}"
"33333333-3333-3333-3333-333333333333","rg-hr-portal-nonprod-northeurope-001","sql-hr-portal-nonprod-001","microsoft.sql/servers","northeurope","Enabled","","TLS1_2","{""environment"":""nonprod"",""owner"":""team-iot"",""costCenter"":""CC1025"",""workload"":""hr-portal"",""dataClassification"":""internal""}"
"33333333-3333-3333-3333-333333333333","rg-claims-engine-nonprod-westus3-001","sql-claims-engine-nonprod-001","microsoft.sql/servers","westus3","Enabled","","TLS1_2","{""environment"":""nonprod"",""owner"":""team-platform"",""costCenter"":""CC1009"",""workload"":""claims-engine""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-ml-prod-northeurope-001","sql-contoso-ml-prod-003","microsoft.sql/servers","northeurope","Enabled","","TLS1_1","{""environment"":""prod"",""owner"":""team-platform"",""costCenter"":""CC1002""}"
"11111111-1111-1111-1111-111111111111","rg-contoso-web-prod-northeurope-001","sql-contoso-web-prod-001","microsoft.sql/servers","northeurope","Enabled","","TLS1_2","{""environment"":""prod"",""owner"":""team-marketing"",""costCenter"":""CC1040"",""dataClassification"":""public""}"
"11111111-1111-1111-1111-111111111111","rg-hr-portal-prod-eastus2-001","sql-hr-portal-prod-003","microsoft.sql/servers","eastus2","Disabled","","TLS1_2","{""environment"":""prod"",""owner"":""team-security"",""costCenter"":""CC1017""}"
"44444444-4444-4444-4444-444444444444","rg-platform-shared-prod-eastus2-001","sql-platform-shared-prod-003","microsoft.sql/servers","eastus2","Enabled","","TLS1_2","{""environment"":""prod"",""owner"":""team-data"",""costCenter"":""CC1035"",""workload"":""platform-shared""}"
"44444444-4444-4444-4444-444444444444","rg-trader-desk-prod-westeurope-001","sql-trader-desk-prod-002","microsoft.sql/servers","westeurope","Enabled","","TLS1_2","{""environment"":""prod"",""owner"":""team-hr"",""costCenter"":""CC1045"",""dataClassification"":""internal""}"
"11111111-1111-1111-1111-111111111111","rg-platform-shared-prod-northeurope-001","cosmos-platform-shared-prod-001","microsoft.documentdb/databaseaccounts","northeurope","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-platform"",""costCenter"":""CC1047"",""workload"":""platform-shared"",""dataClassification"":""internal""}"
"11111111-1111-1111-1111-111111111111","rg-contoso-ml-prod-eastus-001","cosmos-contoso-ml-prod-001","microsoft.documentdb/databaseaccounts","eastus","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-hr"",""costCenter"":""CC1032"",""dataClassification"":""public""}"
"22222222-2222-2222-2222-222222222222","rg-marketing-cms-prod-westus2-001","cosmos-marketing-cms-prod-001","microsoft.documentdb/databaseaccounts","westus2","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1047"",""dataClassification"":""confidential""}"
"55555555-5555-5555-5555-555555555555","rg-trader-desk-sbx-northeurope-001","cosmos-trader-desk-sbx-001","microsoft.documentdb/databaseaccounts","northeurope","Enabled","Allow","","{""environment"":""sbx"",""owner"":""team-iot"",""costCenter"":""CC1028"",""workload"":""trader-desk"",""dataClassification"":""confidential""}"
"22222222-2222-2222-2222-222222222222","rg-contoso-web-prod-westus3-001","cosmos-contoso-web-prod-001","microsoft.documentdb/databaseaccounts","westus3","Disabled","Allow","","{""environment"":""prod"",""owner"":""team-finance"",""costCenter"":""CC1008"",""dataClassification"":""internal""}"
"22222222-2222-2222-2222-222222222222","rg-contoso-shop-prod-eastus-001","cosmos-contoso-shop-prod-001","microsoft.documentdb/databaseaccounts","eastus","SecuredByPerimeter","Deny","","{""environment"":""prod"",""owner"":""team-platform"",""costCenter"":""CC1007"",""dataClassification"":""internal""}"
"22222222-2222-2222-2222-222222222222","rg-contoso-web-prod-eastus2-001","cosmos-contoso-web-prod-002","microsoft.documentdb/databaseaccounts","eastus2","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1003"",""workload"":""contoso-web""}"
"55555555-5555-5555-5555-555555555555","rg-platform-shared-sbx-eastus-001","cosmos-platform-shared-sbx-001","microsoft.documentdb/databaseaccounts","eastus","Enabled","Allow","","{""environment"":""sbx"",""owner"":""team-hr"",""costCenter"":""CC1026"",""workload"":""platform-shared"",""dataClassification"":""confidential""}"
"55555555-5555-5555-5555-555555555555","rg-contoso-shop-sbx-westus3-001","cosmos-contoso-shop-sbx-001","microsoft.documentdb/databaseaccounts","westus3","Enabled","Allow","","{""environment"":""sbx"",""owner"":""team-hr"",""costCenter"":""CC1033""}"
"22222222-2222-2222-2222-222222222222","rg-claims-engine-prod-eastus2-001","cosmos-claims-engine-prod-001","microsoft.documentdb/databaseaccounts","eastus2","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-hr"",""costCenter"":""CC1012"",""workload"":""claims-engine"",""dataClassification"":""internal""}"
"55555555-5555-5555-5555-555555555555","rg-trader-desk-sbx-northeurope-001","cosmos-trader-desk-sbx-002","microsoft.documentdb/databaseaccounts","northeurope","Enabled","Allow","","{""environment"":""sbx"",""owner"":""team-hr"",""costCenter"":""CC1001"",""workload"":""trader-desk""}"
"22222222-2222-2222-2222-222222222222","rg-trader-desk-prod-eastus-001","cosmos-trader-desk-prod-001","microsoft.documentdb/databaseaccounts","eastus","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-security"",""costCenter"":""CC1035""}"
"11111111-1111-1111-1111-111111111111","rg-marketing-cms-prod-westus3-001","cosmos-marketing-cms-prod-002","microsoft.documentdb/databaseaccounts","westus3","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-data"",""costCenter"":""CC1042"",""workload"":""marketing-cms""}"
"33333333-3333-3333-3333-333333333333","rg-hr-portal-nonprod-eastus-001","cosmos-hr-portal-nonprod-001","microsoft.documentdb/databaseaccounts","eastus","Disabled","Deny","","{""environment"":""nonprod"",""owner"":""team-marketing"",""costCenter"":""CC1004"",""dataClassification"":""internal""}"
